platform,followers_count,following_count,posts_count,account_age_days,has_profile_pic,bio_length,verified,engagement_rate,avg_posts_per_day,follower_following_ratio,is_fraud
Instagram,3296100,2675,5008,4356,0,156,0,0.0283,1.15,1231.73,1
Instagram,2118374,1398,5247,2714,1,210,0,0.1248,1.933,1514.21,0
Instagram,2678982,2425,8914,141,1,280,0,0.2759,63.22,1104.28,0
Instagram,4902716,579,2570,622,1,195,0,0.0616,4.132,8452.96,0
Instagram,876081,2647,5807,2469,1,114,0,0.2802,2.352,330.85,0
Instagram,1270946,1075,7812,1268,0,159,0,0.1586,6.161,1181.18,1
Instagram,3563756,431,324,2824,1,154,0,0.0309,0.115,8249.44,0
Instagram,1059672,2893,7487,2444,0,50,0,0.1355,3.063,366.16,1
Instagram,4422425,1214,9721,2159,0,283,0,0.0986,4.503,3639.86,1
Instagram,378215,554,5645,2883,1,72,0,0.0854,1.958,681.47,0
Instagram,708712,4176,1945,2899,0,109,0,0.1629,0.671,169.67,1
Instagram,4131529,3649,4486,3628,1,285,0,0.1456,1.236,1131.93,0
Instagram,1012167,1233,2430,3833,1,220,0,0.1451,0.634,820.23,0
Instagram,645238,3182,3510,1556,1,8,0,0.0274,2.256,202.71,0
Instagram,415058,777,845,1999,1,81,0,0.2409,0.423,533.49,0
Instagram,1632043,3667,567,981,1,293,0,0.145,0.578,444.94,0
Instagram,3351328,664,2179,1532,1,21,0,0.2465,1.422,5039.59,0
Instagram,2342085,2456,2019,4497,1,98,0,0.2476,0.449,953.23,0
Instagram,2768412,230,3319,3366,1,169,0,0.0958,0.986,11984.47,0
Instagram,3026818,3676,2320,139,1,189,0,0.0023,16.691,823.18,1
Instagram,1170415,4287,1646,4016,1,105,0,0.2735,0.41,272.95,0
Instagram,679468,4412,3909,2384,1,264,0,0.2284,1.64,153.97,0
Instagram,4895134,2579,8015,255,1,167,0,0.0331,31.431,1897.34,0
Instagram,1611804,1023,3420,3041,1,112,0,0.2108,1.125,1574.03,0
Instagram,1114643,2061,356,4156,1,147,0,0.007,0.086,540.56,1
Instagram,1227002,3995,7485,643,1,219,0,0.0093,11.641,307.06,1
Instagram,4851238,4953,3081,128,1,32,0,0.1582,24.07,979.26,0
Instagram,2721914,4909,2280,840,1,219,0,0.0297,2.714,554.36,0
Instagram,3947258,4320,4131,3367,1,184,0,0.2893,1.227,913.51,0
Instagram,2938546,3029,5123,2729,0,192,0,0.2683,1.877,969.82,1
Instagram,3875804,3691,7422,4939,1,179,0,0.1953,1.503,1049.78,0
Instagram,2705049,1453,2787,1049,1,5,0,0.02,2.657,1860.42,0
Instagram,2994250,4206,4209,3055,1,8,0,0.0981,1.378,711.73,0
Instagram,1324120,3020,6540,3558,1,60,0,0.1121,1.838,438.31,0
Instagram,3190964,582,9389,3916,1,162,0,0.1448,2.398,5473.35,0
Instagram,2524438,1342,9470,3009,1,98,0,0.0515,3.147,1879.7,0
Instagram,1659037,4763,465,3370,0,147,0,0.1737,0.138,348.24,1
Instagram,3876324,4012,1487,826,1,57,0,0.1313,1.8,965.94,0
Instagram,2838031,3144,4942,1987,1,214,0,0.2842,2.487,902.39,0
Instagram,1661843,4096,4597,3096,1,181,0,0.2809,1.485,405.62,0
Instagram,616086,235,4536,3050,1,34,0,0.1701,1.487,2610.53,0
Instagram,3391468,4210,325,2710,1,45,0,0.1937,0.12,805.38,0
Instagram,4987746,2007,9957,4471,1,86,0,0.0422,2.227,2483.94,0
Instagram,429038,781,4162,4849,1,3,0,0.0678,0.858,548.64,0
Instagram,4084802,4534,303,2978,1,265,0,0.2703,0.102,900.73,0
Instagram,4374907,443,5067,3761,1,106,0,0.2101,1.347,9853.39,0
Instagram,4755050,3109,5024,1131,1,74,0,0.0576,4.442,1528.95,0
Instagram,2977640,2739,7715,1067,0,39,0,0.1715,7.231,1086.73,1
Instagram,3297341,3417,9632,4261,1,126,0,0.2805,2.261,964.7,0
Instagram,3802479,3150,8340,821,1,182,0,0.1042,10.158,1206.75,0
Instagram,4894337,875,2631,4204,1,118,0,0.0566,0.626,5587.14,0
Instagram,2490756,2803,6391,1808,1,72,0,0.2827,3.535,888.29,0
Instagram,1191952,2921,8287,4830,1,39,0,0.1389,1.716,407.92,0
Instagram,2492168,2425,2369,1011,1,203,0,0.1258,2.343,1027.27,0
Instagram,3738023,260,528,1295,1,95,0,0.081,0.408,14321.93,0
Instagram,2202625,4961,4675,773,1,278,0,0.2676,6.048,443.9,0
Instagram,464121,3767,1663,2461,1,142,0,0.2538,0.676,123.17,0
Instagram,4381187,4666,3364,404,1,114,0,0.1215,8.327,938.76,0
Instagram,4912266,928,2341,1783,1,132,0,0.0102,1.313,5287.69,0
Instagram,775485,1183,6656,3927,1,167,0,0.1345,1.695,654.97,0
Instagram,2174656,3213,4905,2566,1,244,0,0.0551,1.912,676.62,0
Instagram,3498522,442,8884,2021,1,276,0,0.0437,4.396,7897.34,0
Instagram,3006366,845,9143,2958,1,258,0,0.1185,3.091,3553.62,0
Instagram,1564768,2256,5950,3476,1,45,0,0.0306,1.712,693.3,0
Instagram,2134843,2272,1360,621,1,236,0,0.2873,2.19,939.22,0
Instagram,1602625,907,5127,4658,1,52,0,0.0152,1.101,1765.01,0
Instagram,3813320,3642,5562,2599,1,147,0,0.121,2.14,1046.75,0
Instagram,4806475,4577,8730,2902,1,186,0,0.0496,3.008,1049.91,0
Instagram,2378887,3825,9011,1206,0,20,0,0.207,7.472,621.77,1
Instagram,1524152,256,5777,1365,1,89,0,0.0246,4.232,5930.55,0
Instagram,3190591,2439,3925,4723,0,232,0,0.1645,0.831,1307.62,1
Instagram,664230,1000,8463,142,0,214,0,0.2322,59.599,663.57,1
Instagram,2383416,3320,8001,3802,1,50,0,0.2851,2.104,717.68,0
Instagram,2035898,936,1028,1875,1,152,0,0.2099,0.548,2172.78,0
Instagram,2439905,3448,6018,2017,1,115,0,0.0307,2.984,707.42,0
Instagram,204665,2617,1242,4859,0,213,0,0.0275,0.256,78.18,1
Instagram,1525283,1084,9333,2015,1,136,0,0.2197,4.632,1405.79,0
Instagram,3896072,4032,8784,3322,1,284,0,0.0654,2.644,966.05,0
Instagram,1803790,3809,7119,3272,0,70,0,0.1347,2.176,473.44,1
Instagram,3968272,4794,9797,282,0,244,0,0.293,34.741,827.59,1
Instagram,3068943,3161,4210,153,1,37,0,0.2462,27.516,970.57,0
Instagram,838053,3448,6406,1266,0,215,0,0.2541,5.06,242.98,1
Instagram,3433432,4583,3377,653,0,126,0,0.2584,5.172,749,1
Instagram,281620,3501,4071,3186,1,71,0,0.1862,1.278,80.42,0
Instagram,3183043,716,1440,3166,1,225,0,0.2234,0.455,4439.39,0
Instagram,4081132,3074,3626,3419,1,283,0,0.1083,1.061,1327.2,0
Instagram,3395099,763,184,3447,0,245,0,0.2995,0.053,4443.85,1
Instagram,66200,597,4996,1685,1,70,0,0.0846,2.965,110.7,0
Instagram,2434256,1344,8412,1296,1,194,0,0.1774,6.491,1809.86,0
Instagram,559773,1857,8031,2975,1,37,0,0.0853,2.699,301.28,0
Instagram,2547550,3944,5563,1190,0,116,0,0.0345,4.675,645.77,1
Instagram,3355795,3936,3188,2324,1,237,0,0.1707,1.372,852.37,0
Instagram,999604,3327,9285,470,0,203,0,0.1067,19.755,300.36,1
Instagram,4193110,4030,2945,2122,1,4,0,0.1754,1.388,1040.22,0
Instagram,4158684,3165,6765,2735,1,156,0,0.168,2.473,1313.55,0
Instagram,134105,4312,2474,3789,0,106,0,0.1631,0.653,31.09,1
Instagram,676072,2208,6787,583,1,227,0,0.0379,11.642,306.05,0
Instagram,809992,174,8792,4934,1,141,0,0.1326,1.782,4628.53,0
Instagram,3879325,2008,9352,1142,1,171,0,0.2438,8.189,1930.97,0
Instagram,696408,3067,4599,2807,1,145,0,0.0952,1.638,226.99,0
Instagram,3595840,2094,6274,1863,1,6,0,0.1337,3.368,1716.39,0
Instagram,1841698,4438,4313,1344,1,15,0,0.1487,3.209,414.89,0
Instagram,1688522,412,2218,3523,1,36,0,0.259,0.63,4088.43,0
Instagram,3828483,423,1152,3168,1,152,0,0.197,0.364,9029.44,0
Instagram,2735314,54,56,3142,1,264,0,0.031,0.018,49732.98,0
Instagram,4448798,4167,9396,128,1,182,1,0.2597,73.406,1067.37,0
Instagram,2700763,2477,143,3955,1,155,0,0.2498,0.036,1089.9,0
Instagram,2309039,877,7218,1509,1,136,0,0.2263,4.783,2629.88,0
Instagram,4137320,28,8559,4426,1,89,0,0.1404,1.934,142666.21,0
Instagram,4317972,374,9674,1252,1,217,0,0.2275,7.727,11514.59,0
Instagram,4115675,3842,6361,4613,1,185,0,0.1441,1.379,1070.95,0
Instagram,459347,589,615,1034,1,208,0,0.2213,0.595,778.55,0
Instagram,1020204,555,8062,506,1,50,0,0.2642,15.933,1834.9,0
Instagram,4945219,4160,5977,1165,1,287,0,0.2673,5.13,1188.47,0
Instagram,4077201,4883,9780,2886,1,87,0,0.1369,3.389,834.81,0
Instagram,4735013,3049,6984,1735,1,135,0,0.2579,4.025,1552.46,0
Instagram,2803746,4147,8890,547,1,157,0,0.0313,16.252,675.93,0
Instagram,2093423,4054,4971,1250,1,281,0,0.0314,3.977,516.26,0
Instagram,2372330,4336,5781,2536,1,154,0,0.1649,2.28,547,0
Instagram,2916673,462,944,4355,1,219,0,0.1959,0.217,6299.51,0
Instagram,2706921,3971,9114,1221,1,166,0,0.0467,7.464,681.5,0
Instagram,870173,1391,7078,3910,1,178,0,0.1422,1.81,625.12,0
Instagram,2986299,1477,1746,3273,1,49,1,0.0292,0.533,2020.5,0
Instagram,1859632,2748,5783,2007,0,86,0,0.181,2.881,676.48,1
Instagram,4444549,1226,9751,2272,0,32,0,0.2567,4.292,3622.29,1
Instagram,2129935,890,6907,3120,0,274,0,0.2216,2.214,2390.5,1
Instagram,4720692,3824,9275,1917,1,140,0,0.1141,4.838,1234.17,0
Instagram,2207198,3159,8625,4589,1,205,0,0.2981,1.879,698.48,0
Instagram,4752575,94,2926,1003,1,223,0,0.1992,2.917,50027.11,0
Instagram,549289,4154,1089,95,1,112,0,0.2448,11.463,132.2,0
Instagram,556751,1178,2957,2936,1,277,0,0.2012,1.007,472.22,0
Instagram,3047619,4174,2612,600,1,4,0,0.2968,4.353,729.97,0
Instagram,4628170,3139,6047,3922,1,211,0,0.2466,1.542,1473.94,0
Instagram,1270514,3655,6249,337,1,255,0,0.1563,18.543,347.51,0
Instagram,785382,2536,3759,3438,1,29,0,0.1107,1.093,309.57,0
Instagram,768000,2877,7718,3772,1,81,0,0.205,2.046,266.85,0
Instagram,166522,3526,4263,812,1,235,0,0.1775,5.25,47.21,0
Instagram,397760,3377,1902,4246,1,252,0,0.1892,0.448,117.75,0
Instagram,4317098,2204,2567,795,1,117,0,0.1036,3.229,1957.87,0
Instagram,3188779,3565,8075,3505,1,29,0,0.1292,2.304,894.22,0
Instagram,4786006,455,2994,802,1,110,0,0.1679,3.733,10495.63,0
Instagram,2850221,3636,5229,3887,1,253,0,0.2519,1.345,783.67,0
Instagram,910825,4026,2010,3215,1,198,0,0.2291,0.625,226.18,0
Instagram,2596924,3885,7377,569,1,294,0,0.0365,12.965,668.28,0
Instagram,558974,3347,830,2079,1,296,0,0.0744,0.399,166.96,0
Instagram,3881235,271,48,3313,1,286,0,0.009,0.014,14269.25,1
Instagram,4373706,1858,4210,4705,1,243,0,0.0034,0.895,2352.72,1
Instagram,4012645,4035,1178,1693,1,220,0,0.0681,0.696,994.21,0
Instagram,2290485,2276,5768,1077,1,155,0,0.24,5.356,1005.92,0
Instagram,431463,101,7878,3866,1,235,0,0.2715,2.038,4230.03,0
Instagram,1352614,4232,70,3469,1,18,0,0.1181,0.02,319.54,0
Instagram,2424100,4185,7686,535,1,214,0,0.1694,14.366,579.1,0
Instagram,4165150,3319,7879,3277,1,113,0,0.2121,2.404,1254.56,0
Instagram,863611,992,5455,3530,0,199,0,0.2859,1.545,869.7,1
Instagram,302236,3453,8258,1940,0,24,0,0.274,4.257,87.5,1
Instagram,3207443,2543,5612,762,1,120,0,0.0181,7.365,1260.79,0
Instagram,3828514,703,5769,3543,1,229,0,0.0752,1.628,5438.23,0
Instagram,1026603,4130,1777,1601,0,98,0,0.0157,1.11,248.51,1
Instagram,1235252,165,7380,4639,1,2,0,0.1853,1.591,7441.28,0
Instagram,145321,3598,2228,2972,1,260,0,0.2134,0.75,40.38,0
Instagram,2215735,1822,9981,4486,1,253,0,0.0932,2.225,1215.43,0
Instagram,3743847,4124,8804,2351,1,19,0,0.2563,3.745,907.6,0
Instagram,1514592,1417,9814,3365,1,203,1,0.1364,2.916,1068.12,0
Instagram,4180706,1226,8888,4652,1,293,0,0.2995,1.911,3407.26,0
Instagram,2930234,1420,6746,4404,1,127,0,0.0011,1.532,2062.09,1
Instagram,76948,3507,6391,2783,0,291,0,0.0337,2.296,21.94,1
Instagram,3295147,4382,9429,1402,1,173,0,0.0912,6.725,751.8,0
Instagram,288366,4850,2406,1474,1,220,0,0.0086,1.632,59.44,1
Instagram,2009004,561,8440,3406,1,36,0,0.2349,2.478,3574.74,0
Instagram,1829603,3404,637,319,1,148,0,0.0168,1.997,537.33,0
Instagram,4088707,1186,8090,2095,1,91,1,0.2249,3.862,3444.57,0
Instagram,3041391,4744,949,93,1,69,0,0.0167,10.204,640.97,0
Instagram,1039554,4342,3587,3975,1,83,0,0.0766,0.902,239.36,0
Instagram,4087860,1007,1111,359,1,204,1,0.2525,3.095,4055.42,0
Instagram,2105108,4086,8367,4888,1,266,0,0.2854,1.712,515.07,0
Instagram,4988073,2741,722,1993,1,87,0,0.1249,0.362,1819.14,0
Instagram,4909434,3947,3842,3118,1,251,0,0.291,1.232,1243.52,0
Instagram,1675893,4062,3674,2520,0,210,0,0.1884,1.458,412.48,1
Instagram,34751,382,4866,170,1,30,0,0.1253,28.624,90.73,0
Instagram,3229078,2258,702,4569,1,60,0,0.241,0.154,1429.43,0
Instagram,1721660,858,2128,2503,1,66,0,0.0893,0.85,2004.26,0
Instagram,2180762,2566,9118,3933,1,225,0,0.0805,2.318,849.54,0
Instagram,2339817,2332,4233,479,1,66,0,0.1973,8.837,1002.92,0
Instagram,2614285,513,2517,1855,1,127,0,0.1178,1.357,5086.16,0
Instagram,491086,3199,1149,4476,1,110,1,0.0416,0.257,153.46,0
Instagram,327354,712,1878,4724,1,271,0,0.021,0.398,459.12,0
Instagram,2462666,3635,9445,4836,1,33,0,0.2366,1.953,677.3,0
Instagram,2710291,324,9675,899,1,211,0,0.2031,10.762,8339.36,0
Instagram,3433853,2386,309,3594,1,299,0,0.1241,0.086,1438.56,0
Instagram,1143003,1050,3952,3689,1,124,0,0.269,1.071,1087.54,0
Instagram,3961402,4388,7728,3632,1,102,0,0.1238,2.128,902.58,0
Instagram,3978752,3000,3049,422,1,205,0,0.2134,7.225,1325.81,0
Instagram,4059225,267,5766,871,0,119,0,0.2728,6.62,15146.36,1
Instagram,326966,584,9756,2478,1,169,0,0.2524,3.937,558.92,0
Instagram,3597756,4679,9692,2821,1,34,0,0.1538,3.436,768.75,0
Instagram,4506604,1562,6412,2983,1,245,0,0.2045,2.15,2883.3,0
Instagram,605459,4528,4865,1388,1,57,0,0.1247,3.505,133.68,0
Instagram,1074185,767,15,1020,1,140,0,0.1945,0.015,1398.68,0
Instagram,2989229,2820,605,1068,1,110,0,0.078,0.566,1059.63,0
Instagram,1725740,1114,9573,57,1,162,0,0.131,167.947,1547.75,0
Instagram,3280822,4534,4908,417,1,110,0,0.0637,11.77,723.44,0
Instagram,4157943,3469,8006,862,1,151,0,0.0124,9.288,1198.25,0
Instagram,403169,4002,9086,279,1,64,0,0.177,32.566,100.72,0
Instagram,4166819,213,9759,2057,1,105,0,0.2595,4.744,19471.12,0
Instagram,4320345,2785,6412,1558,0,215,0,0.0086,4.116,1550.73,1
Instagram,402782,2342,8605,4223,1,90,0,0.0596,2.038,171.91,0
Instagram,506129,2002,4120,1868,1,25,0,0.1386,2.206,252.69,0
Instagram,1950063,2253,8507,1390,1,156,0,0.2001,6.12,865.16,0
Instagram,2623886,316,4666,3139,1,71,0,0.0522,1.486,8277.24,0
Instagram,1132708,1697,4820,1353,1,43,0,0.018,3.562,667.08,0
Instagram,1985259,4119,7835,2256,1,89,0,0.1562,3.473,481.86,0
Instagram,4322676,1870,1849,3710,1,132,0,0.2458,0.498,2310.36,0
Instagram,657001,1971,1953,921,1,160,0,0.0115,2.121,333.16,0
Instagram,11353,732,8580,1335,1,231,0,0.1055,6.427,15.49,0
Instagram,1210259,789,2769,4578,1,260,0,0.1994,0.605,1531.97,0
Instagram,3479641,538,3046,4222,1,110,0,0.0401,0.721,6455.73,0
Instagram,2366660,4903,7594,291,1,163,0,0.0715,26.096,482.6,0
Instagram,4180353,353,6840,2370,1,76,0,0.1611,2.886,11808.91,0
Instagram,1068249,3796,5066,1823,1,208,0,0.286,2.779,281.34,0
Instagram,4917389,3692,2415,2326,1,12,0,0.0869,1.038,1331.54,0
Instagram,4176274,218,2389,2322,1,57,0,0.1468,1.029,19069.74,0
Instagram,4684396,4746,5924,2200,1,35,0,0.1206,2.693,986.81,0
Instagram,458348,3416,8495,354,1,24,0,0.2693,23.997,134.14,0
Instagram,1047393,1321,763,1015,1,33,0,0.0225,0.752,792.28,0
Instagram,105278,2309,7541,4812,1,139,0,0.1703,1.567,45.57,0
Instagram,4620700,3346,815,3882,1,274,1,0.254,0.21,1380.55,0
Instagram,1755742,1957,6255,1769,1,221,0,0.2964,3.536,896.7,0
Instagram,884106,929,877,1890,0,36,0,0.2099,0.464,950.65,1
Instagram,1730278,2054,7173,3167,1,128,0,0.1146,2.265,841.98,0
Instagram,1946843,428,7073,3928,1,217,0,0.1241,1.801,4538.1,0
Instagram,1569173,1759,4798,865,1,247,0,0.1062,5.547,891.58,0
Instagram,3279319,2852,6989,4184,1,110,0,0.1815,1.67,1149.43,0
Instagram,1726520,1109,5039,2808,1,219,0,0.2221,1.795,1555.42,0
Instagram,3340470,3402,9771,1426,1,195,0,0.246,6.852,981.63,0
Instagram,48924,2782,6324,1706,1,146,0,0.1256,3.707,17.58,0
Instagram,1622622,2490,9395,4361,1,39,0,0.2153,2.154,651.39,0
Instagram,3220331,1555,2823,4343,0,133,0,0.275,0.65,2069.62,1
Instagram,2689834,1080,5287,1867,1,190,0,0.2763,2.832,2488.28,0
Instagram,709712,1860,3285,3751,1,162,0,0.2115,0.876,381.36,0
Instagram,4872604,4208,7433,3702,1,60,0,0.1914,2.008,1157.66,0
Instagram,470502,2949,6174,3052,0,4,0,0.1599,2.023,159.49,1
Instagram,2139736,1913,4826,4714,1,36,0,0.0558,1.024,1117.94,0
Instagram,2592720,688,3664,1701,1,216,0,0.038,2.154,3763.02,0
Instagram,4810883,998,497,946,1,224,0,0.1462,0.525,4815.7,0
Instagram,442111,2485,7641,947,1,215,0,0.0487,8.069,177.84,0
Instagram,3334782,1617,4643,1163,1,138,0,0.1735,3.992,2061.05,0
Instagram,3761725,2879,5056,1866,1,105,0,0.1941,2.71,1306.15,0
Instagram,2261336,1512,131,2168,1,98,0,0.1582,0.06,1494.6,0
Instagram,489022,1799,5443,4037,1,167,0,0.0119,1.348,271.68,0
Instagram,1124044,1435,857,1935,0,263,0,0.0183,0.443,782.76,1
Instagram,3081378,2450,8712,4019,1,86,0,0.0349,2.168,1257.19,0
Instagram,4098114,2052,8221,3515,1,83,0,0.0469,2.339,1996.16,0
Instagram,2617753,1288,6147,4827,1,223,0,0.297,1.273,2030.84,0
Instagram,163088,2604,4604,2150,1,10,0,0.104,2.141,62.61,0
Instagram,3963785,4699,9452,2762,1,185,0,0.0883,3.422,843.36,0
Instagram,1374622,2446,1558,2799,1,230,0,0.0166,0.557,561.76,0
Instagram,2355924,3813,15,1351,1,140,1,0.191,0.011,617.7,0
Instagram,600580,2215,3605,3746,1,105,1,0.196,0.962,271.02,0
Instagram,3649016,1037,1607,3384,1,252,0,0.0535,0.475,3515.43,0
Instagram,1077883,3549,5935,1558,1,48,0,0.2759,3.809,303.63,0
Instagram,2577690,3493,2016,4773,1,262,0,0.2403,0.422,737.75,0
Instagram,435473,2251,3574,789,1,204,0,0.0699,4.53,193.37,0
Instagram,1192979,2775,7274,3442,1,50,0,0.1463,2.113,429.75,0
Instagram,323440,1183,9935,1387,1,174,0,0.1381,7.163,273.18,0
Instagram,1664271,3240,3791,2220,1,224,0,0.1052,1.708,513.51,0
Instagram,4068366,3360,6406,3511,1,260,0,0.2455,1.825,1210.46,0
Instagram,1656721,4921,1088,978,0,221,0,0.0337,1.112,336.6,1
Instagram,138613,413,1361,2109,1,222,0,0.1252,0.645,334.81,0
Instagram,783116,4998,4473,1796,1,268,0,0.129,2.491,156.65,0
Instagram,1554673,2735,5294,57,1,297,0,0.1411,92.877,568.23,0
Instagram,4899906,3392,7106,2500,1,73,0,0.2585,2.842,1444.12,0
Instagram,4056007,4173,7319,2568,1,113,0,0.0662,2.85,971.73,0
Instagram,597947,97,8667,189,1,218,0,0.0318,45.857,6101.5,0
Instagram,3941287,1168,9481,2922,1,53,0,0.1857,3.245,3371.5,0
Instagram,772850,4283,8520,4143,1,199,0,0.053,2.056,180.4,0
Instagram,2043049,2867,1186,3752,1,130,0,0.0234,0.316,712.36,0
Instagram,3522604,1391,3414,3761,1,191,0,0.1286,0.908,2530.61,0
Instagram,3660035,4691,5486,2501,1,178,0,0.0667,2.194,780.06,0
Instagram,1902947,2074,3536,4880,0,286,0,0.109,0.725,917.08,1
Instagram,3576561,2384,1773,1600,0,239,0,0.0787,1.108,1499.61,1
Instagram,1164000,327,5415,866,1,244,0,0.0287,6.253,3548.78,0
Instagram,549198,1512,2558,3968,1,116,0,0.1685,0.645,362.99,0
Instagram,2773757,2052,5907,2316,1,207,0,0.0091,2.551,1351.08,1
Instagram,4678444,4608,5079,3435,1,211,0,0.2899,1.479,1015.07,0
Instagram,2773989,2032,9454,2700,1,258,0,0.1031,3.501,1364.48,0
Instagram,1935790,128,6724,4142,1,162,0,0.2089,1.623,15006.12,0
Instagram,3435005,719,5420,4777,1,225,0,0.2433,1.135,4770.84,0
Instagram,4936760,3567,3291,4385,1,63,0,0.0845,0.751,1383.62,0
Instagram,2745276,4150,9210,1657,1,245,0,0.2249,5.558,661.35,0
Instagram,3177376,4419,9981,1896,1,17,0,0.2499,5.264,718.86,0
Instagram,1554560,3260,3524,234,1,33,0,0.0732,15.06,476.71,0
Instagram,1830865,427,3504,3609,1,180,1,0.2978,0.971,4277.72,0
Instagram,3763172,2613,8998,3204,0,193,0,0.0072,2.808,1439.62,1
Instagram,2386428,3864,5989,821,1,191,0,0.0659,7.295,617.45,0
Instagram,4421640,1111,2666,4122,1,66,0,0.2342,0.647,3976.29,0
Instagram,2534987,4431,8596,3777,1,208,0,0.059,2.276,571.97,0
Instagram,3157523,3438,7140,1135,1,166,0,0.2098,6.291,918.15,0
Instagram,812511,2271,8785,1120,1,245,0,0.2568,7.844,357.62,0
Instagram,4427086,4179,6895,1637,1,244,0,0.2878,4.212,1059.11,0
Instagram,4055605,3644,4107,1869,1,165,0,0.1428,2.197,1112.65,0
Instagram,1718274,518,3280,3427,1,295,0,0.2914,0.957,3310.74,0
Instagram,2710676,2389,2212,96,1,210,0,0.1241,23.042,1134.17,0
Instagram,924094,3174,8078,4809,1,132,0,0.0662,1.68,291.05,0
Instagram,2981402,697,9734,1308,1,196,1,0.1547,7.442,4271.35,0
Instagram,1386702,4762,7601,4188,1,48,0,0.1953,1.815,291.14,0
Instagram,285605,1302,613,843,1,63,0,0.1379,0.727,219.19,0
Instagram,444241,3915,868,432,0,111,0,0.1705,2.009,113.44,1
Instagram,1502387,3085,811,2032,0,184,0,0.1255,0.399,486.84,1
Instagram,3486719,3219,4862,4196,0,103,0,0.1579,1.159,1082.83,1
Instagram,920647,334,4177,2955,1,212,0,0.2858,1.414,2748.2,0
Instagram,2043388,2003,1744,3023,1,4,1,0.1504,0.577,1019.65,0
Instagram,3722996,3986,2256,1116,0,118,0,0.0767,2.022,933.78,1
Instagram,1486255,4822,7612,4370,1,248,0,0.2279,1.742,308.16,0
Instagram,2865949,2780,8713,2596,1,166,0,0.1019,3.356,1030.55,0
Instagram,224745,4382,7196,4518,1,241,0,0.245,1.593,51.28,0
Instagram,2981517,2593,5423,801,1,279,0,0.018,6.77,1149.39,0
Instagram,3441678,3567,5089,3702,1,237,0,0.1003,1.375,964.6,0
Instagram,1101894,3597,6608,3278,0,204,0,0.0292,2.016,306.25,1
Instagram,4767543,161,9717,1699,1,0,0,0.0265,5.719,29429.28,0
Instagram,1410756,964,1469,1586,1,170,0,0.1979,0.926,1461.92,0
Instagram,3340266,4364,2675,2988,1,166,0,0.1162,0.895,765.24,0
Instagram,3833334,2381,1513,1181,1,257,0,0.2616,1.281,1609.29,0
Instagram,4857138,4974,4876,1247,1,62,0,0.1554,3.91,976.31,0
Instagram,1847915,1201,1451,2261,0,271,0,0.0893,0.642,1537.37,1
Instagram,919534,697,4654,4372,1,36,0,0.2165,1.065,1317.38,0
Instagram,4898004,319,3007,3974,1,15,1,0.1876,0.757,15306.26,0
Instagram,4017186,1512,3124,2072,1,253,0,0.2401,1.508,2655.11,0
Instagram,344905,3137,1753,735,1,26,0,0.1934,2.385,109.91,0
Instagram,1075011,4578,1612,2699,1,110,0,0.0509,0.597,234.77,0
Instagram,4625728,3377,3275,2143,1,232,0,0.2014,1.528,1369.37,0
Instagram,3562013,3405,8747,3007,1,63,0,0.1181,2.909,1045.81,0
Instagram,2377985,823,2049,4379,1,96,0,0.1395,0.468,2885.9,0
Instagram,1134156,855,824,4408,1,266,0,0.2765,0.187,1324.95,0
Instagram,4478061,1174,3030,452,1,231,0,0.1086,6.704,3811.12,0
Instagram,2475018,4772,1081,2051,1,47,0,0.184,0.527,518.55,0
Instagram,2442316,1777,5299,3823,1,209,0,0.1097,1.386,1373.63,0
Instagram,4437727,364,492,4161,1,75,0,0.0293,0.118,12158.16,0
Instagram,4542051,1882,4764,560,0,246,0,0.1366,8.507,2412.14,1
Instagram,1218808,2034,7202,120,1,67,0,0.1795,60.017,598.92,0
Instagram,1655793,2827,8266,3402,1,63,0,0.1228,2.43,585.5,0
Instagram,3977069,3842,3360,1972,1,181,0,0.1178,1.704,1034.89,0
Instagram,3068331,4285,8562,3835,1,79,0,0.2463,2.233,715.9,0
Instagram,4981312,75,4682,1270,0,202,0,0.0099,3.687,65543.58,1
Instagram,4525258,4925,328,1788,0,181,0,0.0894,0.183,918.65,1
Instagram,518399,4276,9982,127,1,213,0,0.2437,78.598,121.21,0
Instagram,2882040,4100,8968,1509,1,119,0,0.2762,5.943,702.77,0
Instagram,798018,2531,4674,4656,1,240,0,0.1243,1.004,315.17,0
Instagram,79133,2591,4316,1862,0,201,0,0.2667,2.318,30.53,1
Instagram,2656021,1400,9379,2615,1,291,0,0.0605,3.587,1895.8,0
Instagram,3997665,1140,9695,3677,1,53,0,0.0672,2.637,3503.65,0
Instagram,2874349,2496,5803,109,1,144,0,0.254,53.239,1151.12,0
Instagram,4848391,844,3325,4739,1,85,0,0.2711,0.702,5737.74,0
Instagram,1804723,236,8379,2253,1,21,0,0.0676,3.719,7614.86,0
Instagram,2938249,3525,1214,2599,0,291,0,0.0187,0.467,833.31,1
Instagram,610046,4547,7556,1802,0,235,0,0.028,4.193,134.14,1
Instagram,4909826,2453,9301,4548,1,28,0,0.0792,2.045,2000.74,0
Instagram,778563,737,8722,1153,1,182,0,0.2287,7.565,1054.96,0
Instagram,3303439,3696,9262,3841,1,159,0,0.1535,2.411,893.55,0
Instagram,4354435,3632,3136,3504,1,17,0,0.1372,0.895,1198.58,0
Instagram,388640,1046,9154,2653,1,37,0,0.1757,3.45,371.19,0
