platform,followers_count,following_count,posts_count,account_age_days,has_profile_pic,bio_length,verified,engagement_rate,avg_posts_per_day,follower_following_ratio,is_fraud
LinkedIn,1478730,822,7978,1274,1,269,0,0.1155,6.262,1796.76,0
LinkedIn,852361,1895,881,6162,1,313,0,0.1364,0.143,449.56,0
LinkedIn,377722,2329,4440,2391,1,97,0,0.1071,1.857,162.11,0
LinkedIn,108148,426,6530,6014,1,341,0,0.051,1.086,253.27,0
LinkedIn,1492123,1916,4760,2767,0,177,0,0.0638,1.72,778.36,1
LinkedIn,203698,1148,2123,3104,1,76,0,0.0125,0.684,177.28,0
LinkedIn,548927,1910,4382,3229,1,82,0,0.0781,1.357,287.25,0
LinkedIn,440509,20,5823,2429,1,140,0,0.1436,2.397,20976.62,0
LinkedIn,934972,444,468,6118,1,20,0,0.1236,0.076,2101.06,0
LinkedIn,489672,2048,6671,5596,1,125,0,0.0393,1.192,238.98,0
LinkedIn,649747,173,1270,3437,1,299,0,0.0034,0.37,3734.18,1
LinkedIn,786662,768,5912,2362,1,91,0,0.1082,2.503,1022.97,0
LinkedIn,499786,1535,2913,198,1,148,0,0.0533,14.712,325.38,0
LinkedIn,1451596,1013,5285,2513,1,386,0,0.0259,2.103,1431.55,0
LinkedIn,127820,1014,5081,3890,1,23,0,0.0935,1.306,125.93,0
LinkedIn,316549,1131,7886,4197,1,266,0,0.1468,1.879,279.64,0
LinkedIn,918255,1442,1850,3014,0,109,0,0.0457,0.614,636.35,1
LinkedIn,513299,1774,2628,5295,1,70,0,0.1029,0.496,289.18,0
LinkedIn,543524,1651,5129,5670,1,392,1,0.1355,0.905,329.01,0
LinkedIn,1373435,2562,4238,5892,1,249,0,0.1154,0.719,535.87,0
LinkedIn,1025797,1300,415,2839,1,284,0,0.1138,0.146,788.47,0
LinkedIn,412452,2685,482,224,1,76,0,0.0888,2.152,153.56,0
LinkedIn,158152,775,5045,3408,1,225,0,0.1657,1.48,203.8,0
LinkedIn,36694,2055,1343,3930,1,143,0,0.0215,0.342,17.85,0
LinkedIn,399057,2262,4038,5230,1,286,0,0.0265,0.772,176.34,0
LinkedIn,1490057,2556,3472,3936,1,61,0,0.1168,0.882,582.74,0
LinkedIn,925252,1876,1893,4809,1,313,0,0.0483,0.394,492.94,0
LinkedIn,136543,1512,6745,4249,1,66,0,0.1038,1.587,90.25,0
LinkedIn,1358859,1451,6186,2414,1,345,0,0.046,2.563,935.85,0
LinkedIn,356769,888,3319,5824,1,299,0,0.0485,0.57,401.31,0
LinkedIn,870388,57,6410,1025,1,232,0,0.1527,6.254,15006.69,0
LinkedIn,1466731,1805,7444,5876,1,151,0,0.1351,1.267,812.14,0
LinkedIn,417492,1461,6210,2051,1,53,0,0.0436,3.028,285.56,0
LinkedIn,1120428,901,94,4942,1,187,0,0.1441,0.019,1242.16,0
LinkedIn,4472,805,3957,5288,1,183,0,0.1753,0.748,5.55,0
LinkedIn,1192722,2382,4531,6567,1,328,0,0.0117,0.69,500.51,0
LinkedIn,829950,1308,4864,374,1,133,0,0.0578,13.005,634.03,0
LinkedIn,1147001,1357,3538,4947,1,288,0,0.1379,0.715,844.63,0
LinkedIn,397186,2633,4841,3066,1,75,0,0.1466,1.579,150.79,0
LinkedIn,878814,1248,3285,2714,1,327,0,0.1391,1.21,703.61,0
LinkedIn,1188541,904,6189,5399,1,217,0,0.0363,1.146,1313.3,0
LinkedIn,241295,1637,2075,4506,0,327,0,0.0909,0.46,147.31,1
LinkedIn,1416061,949,4327,2187,1,384,0,0.0482,1.979,1490.59,0
LinkedIn,833050,867,5400,1912,1,301,1,0.1518,2.824,959.74,0
LinkedIn,417052,2450,2947,5996,1,293,0,0.0676,0.491,170.16,0
LinkedIn,239324,938,7568,5992,1,295,0,0.0641,1.263,254.87,0
LinkedIn,427017,1467,3209,3307,1,273,0,0.1116,0.97,290.88,0
LinkedIn,1402643,2693,822,496,1,278,0,0.1015,1.657,520.65,0
LinkedIn,833776,2828,4380,4985,1,387,0,0.1232,0.879,294.72,0
LinkedIn,146741,2683,7734,5883,1,399,0,0.0907,1.315,54.67,0
LinkedIn,585407,2552,3422,4971,1,105,0,0.1421,0.688,229.3,0
LinkedIn,15055,2571,5369,3900,1,219,0,0.0501,1.377,5.85,0
LinkedIn,1024956,179,557,1723,1,342,0,0.0404,0.323,5694.2,0
LinkedIn,1032675,2087,5925,1785,1,126,0,0.1206,3.319,494.58,0
LinkedIn,493242,983,5564,4508,1,377,0,0.063,1.234,501.26,0
LinkedIn,370529,217,7735,6601,1,223,0,0.1553,1.172,1699.67,0
LinkedIn,1391722,2292,5768,776,1,177,0,0.123,7.433,606.94,0
LinkedIn,299243,2721,5509,658,1,101,0,0.0248,8.372,109.93,0
LinkedIn,170482,956,734,4530,1,251,0,0.1748,0.162,178.14,0
LinkedIn,932614,1299,7715,6370,1,396,0,0.1097,1.211,717.4,0
LinkedIn,279095,320,6296,5304,1,57,0,0.0152,1.187,869.45,0
LinkedIn,218257,462,5998,4751,1,220,0,0.1027,1.262,471.4,0
LinkedIn,1351586,2898,3274,4737,1,349,0,0.1128,0.691,466.22,0
LinkedIn,798785,529,3620,6559,1,261,0,0.076,0.552,1507.14,0
LinkedIn,736784,1620,6406,2962,1,360,0,0.0795,2.163,454.52,0
LinkedIn,58556,1374,7712,5851,0,210,0,0.0323,1.318,42.59,1
LinkedIn,224786,2428,1544,1110,1,242,0,0.1676,1.391,92.54,0
LinkedIn,1332637,1486,2244,5053,1,201,0,0.124,0.444,896.19,0
LinkedIn,1306033,1231,3379,4036,1,385,0,0.0797,0.837,1060.09,0
LinkedIn,493135,1642,7927,1040,1,242,0,0.1367,7.622,300.14,0
LinkedIn,792049,1485,6692,3186,1,110,0,0.0332,2.1,533.01,0
LinkedIn,66723,2752,829,2941,1,151,0,0.1403,0.282,24.24,0
LinkedIn,1332069,2851,3940,219,0,49,0,0.1299,17.991,467.06,1
LinkedIn,820934,1267,5064,5983,1,109,0,0.0543,0.846,647.42,0
LinkedIn,1255704,303,5301,788,1,111,0,0.1644,6.727,4130.61,0
LinkedIn,757276,1253,7970,6225,1,158,1,0.1519,1.28,603.89,0
LinkedIn,1203233,540,6567,5894,1,372,0,0.0139,1.114,2224.09,0
LinkedIn,1113725,1670,7635,6200,1,340,0,0.0778,1.231,666.5,0
LinkedIn,533082,1125,7561,2165,1,183,0,0.0036,3.492,473.43,1
LinkedIn,1113467,2629,878,2117,1,185,1,0.032,0.415,423.37,0
LinkedIn,895403,1082,1150,4551,1,302,0,0.0889,0.253,826.78,0
LinkedIn,853343,2242,1892,1121,0,88,0,0.0544,1.688,380.45,1
LinkedIn,1123693,788,1490,2559,1,336,0,0.0936,0.582,1424.2,0
LinkedIn,130475,688,7016,5320,1,319,0,0.1401,1.319,189.37,0
LinkedIn,919659,2795,2252,3703,1,250,0,0.0805,0.608,328.92,0
LinkedIn,872337,1580,5200,1161,1,84,0,0.0143,4.479,551.76,0
LinkedIn,328669,2050,7912,5462,0,135,0,0.1062,1.449,160.25,1
LinkedIn,417435,334,6415,6917,1,302,0,0.0562,0.927,1246.07,0
LinkedIn,1466073,709,6401,3203,1,197,0,0.0427,1.998,2064.89,0
LinkedIn,22789,1560,2166,1351,1,58,0,0.1763,1.603,14.6,0
LinkedIn,1299246,2682,4465,2850,1,319,1,0.1284,1.567,484.25,0
LinkedIn,1169905,2261,3031,6867,1,154,0,0.0173,0.441,517.2,0
LinkedIn,661845,180,5788,1879,1,241,0,0.0966,3.08,3656.6,0
LinkedIn,770826,1640,5575,4017,1,129,0,0.1768,1.388,469.73,0
LinkedIn,1357347,2373,6804,4192,1,322,0,0.0282,1.623,571.76,0
LinkedIn,339266,1908,4881,3806,1,49,1,0.1527,1.282,177.72,0
LinkedIn,1405900,210,6896,1542,1,68,0,0.0158,4.472,6663.03,0
LinkedIn,1478408,309,1980,1475,1,360,0,0.0503,1.342,4769.06,0
LinkedIn,17441,206,3439,2620,1,395,0,0.1615,1.313,84.26,0
LinkedIn,513616,353,5499,2772,1,188,0,0.1565,1.984,1450.89,0
LinkedIn,1044981,1301,5566,5254,1,215,0,0.0658,1.059,802.6,0
LinkedIn,1118224,557,959,255,1,51,0,0.1155,3.761,2003.99,0
LinkedIn,658721,2815,5417,6657,1,227,0,0.1481,0.814,233.92,0
LinkedIn,497614,2671,3588,2466,1,20,0,0.1337,1.455,186.23,0
LinkedIn,70618,1115,4275,3831,1,182,0,0.0855,1.116,63.28,0
LinkedIn,452311,2740,1548,2351,1,289,0,0.0711,0.658,165.02,0
LinkedIn,477189,2633,2778,5822,1,81,0,0.1085,0.477,181.17,0
LinkedIn,898907,1164,3254,3548,1,370,0,0.1312,0.917,771.59,0
LinkedIn,1004318,2917,3725,1771,1,56,0,0.0441,2.103,344.18,0
LinkedIn,861079,2471,7637,1771,1,78,0,0.1745,4.312,348.33,0
LinkedIn,436256,528,6583,1122,1,60,0,0.1596,5.867,824.68,0
LinkedIn,985013,705,5353,3569,1,151,0,0.094,1.5,1395.2,0
LinkedIn,707330,333,7887,3052,0,260,0,0.013,2.584,2117.75,1
LinkedIn,946697,1492,1284,5165,1,160,0,0.0352,0.249,634.09,0
LinkedIn,1039733,1225,470,6104,1,379,0,0.0724,0.077,848.07,0
LinkedIn,379902,2237,3082,3724,1,340,0,0.0914,0.828,169.75,0
LinkedIn,507136,1772,5027,5732,1,214,0,0.0176,0.877,286.03,0
LinkedIn,366660,994,1834,3573,0,363,0,0.0667,0.513,368.5,1
LinkedIn,1365158,2560,3781,937,1,294,0,0.013,4.035,533.06,0
LinkedIn,1142438,391,2629,3395,1,352,0,0.0115,0.774,2914.38,0
LinkedIn,1481958,1191,4772,5147,1,286,0,0.1756,0.927,1243.25,0
LinkedIn,1437854,1971,330,2892,1,145,0,0.0849,0.114,729.13,0
LinkedIn,1048036,1242,654,323,1,290,0,0.0194,2.025,843.15,0
LinkedIn,856598,1488,2227,6511,1,343,0,0.0856,0.342,575.28,0
LinkedIn,1072511,1791,5575,3679,1,278,0,0.0089,1.515,598.5,1
LinkedIn,97878,349,4787,6997,1,323,0,0.014,0.684,279.65,0
LinkedIn,8922,552,6570,5188,1,346,0,0.1267,1.266,16.13,0
LinkedIn,165007,264,1578,6969,1,210,0,0.0184,0.226,622.67,0
LinkedIn,643828,161,1423,2933,1,319,0,0.0887,0.485,3974.25,0
LinkedIn,1347415,531,4593,2691,1,140,0,0.0832,1.707,2532.73,0
LinkedIn,1077859,1406,5987,2160,1,225,0,0.0692,2.772,766.07,0
LinkedIn,1319799,2087,143,5471,1,186,0,0.1071,0.026,632.09,0
LinkedIn,1459648,1057,2330,3872,1,155,0,0.104,0.602,1379.63,0
LinkedIn,749938,239,2644,291,1,285,0,0.0584,9.086,3124.74,0
LinkedIn,4097,977,7988,4113,1,290,0,0.1254,1.942,4.19,0
LinkedIn,722106,910,3249,1104,1,182,0,0.1777,2.943,792.65,0
LinkedIn,1474268,2871,5213,1480,1,314,0,0.1194,3.522,513.32,0
LinkedIn,1216110,310,300,1656,1,210,0,0.0069,0.181,3910.32,1
LinkedIn,118779,1887,7365,2385,0,165,0,0.0787,3.088,62.91,1
LinkedIn,371427,680,1017,3698,1,34,0,0.0908,0.275,545.41,0
LinkedIn,570140,1653,876,6255,1,151,0,0.0046,0.14,344.7,1
LinkedIn,1499288,1677,1722,463,1,199,0,0.0774,3.719,893.5,0
LinkedIn,673321,815,797,2141,1,43,0,0.0932,0.372,825.15,0
LinkedIn,1143651,876,3583,3552,1,229,0,0.034,1.009,1304.05,0
LinkedIn,847055,2909,559,2859,1,389,1,0.1087,0.196,291.08,0
LinkedIn,637541,877,180,1495,1,134,0,0.128,0.12,726.13,0
LinkedIn,537311,810,4443,4557,1,118,0,0.0237,0.975,662.53,0
LinkedIn,734658,680,5418,5341,1,345,0,0.1781,1.014,1078.79,0
LinkedIn,1377359,1099,7573,5377,1,282,0,0.0645,1.408,1252.14,0
LinkedIn,836151,2971,2208,5216,1,132,0,0.1266,0.423,281.34,0
LinkedIn,435128,1314,1179,2118,1,345,0,0.061,0.557,330.9,0
LinkedIn,679060,56,963,4095,1,399,0,0.0662,0.235,11913.33,0
LinkedIn,397848,2013,3982,1268,1,135,0,0.1504,3.14,197.54,0
LinkedIn,772708,2923,4009,5615,1,224,0,0.0314,0.714,264.26,0
LinkedIn,1488710,412,7742,1473,1,176,0,0.0021,5.256,3604.62,1
LinkedIn,1437606,1926,7657,2990,1,386,0,0.0323,2.561,746.03,0
LinkedIn,688981,1887,1548,635,1,207,0,0.0345,2.438,364.93,0
LinkedIn,408932,273,4732,717,1,252,0,0.1229,6.6,1492.45,0
LinkedIn,1467976,366,1008,4472,1,225,0,0.1463,0.225,3999.93,0
LinkedIn,1433123,2030,3144,651,1,88,0,0.0348,4.829,705.62,0
LinkedIn,1059052,1662,4997,2303,1,246,0,0.0609,2.17,636.83,0
LinkedIn,318257,2110,7144,118,1,388,1,0.0549,60.542,150.76,0
LinkedIn,726525,1381,6047,5030,1,316,1,0.0077,1.202,525.71,1
LinkedIn,969847,1948,7156,1403,1,85,0,0.0558,5.1,497.61,0
LinkedIn,126353,1694,4751,1471,1,70,0,0.0872,3.23,74.54,0
LinkedIn,822199,1341,5960,1448,0,126,0,0.0277,4.116,612.67,1
LinkedIn,1413047,1759,3351,1772,1,55,0,0.1758,1.891,802.87,0
LinkedIn,734773,1311,2297,1780,1,110,0,0.0331,1.29,560.04,0
LinkedIn,1293633,786,1554,1144,1,77,0,0.03,1.358,1643.75,0
LinkedIn,966874,2975,4075,854,1,120,0,0.0963,4.772,324.89,0
LinkedIn,997681,1788,1258,4559,1,57,0,0.0025,0.276,557.68,1
LinkedIn,219064,362,1174,2217,1,91,0,0.1361,0.53,603.48,0
LinkedIn,885143,1282,7387,3039,1,205,1,0.1443,2.431,689.9,0
LinkedIn,478253,2716,5008,3419,1,249,0,0.0062,1.465,176.02,1
LinkedIn,725567,1306,3526,6777,1,155,0,0.025,0.52,555.14,0
LinkedIn,1213540,1339,6649,4806,1,323,0,0.156,1.383,905.63,0
LinkedIn,327974,2957,4616,4690,1,206,0,0.085,0.984,110.88,0
LinkedIn,715954,2995,275,6686,1,173,0,0.1089,0.041,238.97,0
LinkedIn,355233,2595,5826,3831,1,99,0,0.0885,1.521,136.84,0
LinkedIn,1350708,232,3287,2628,1,99,1,0.1429,1.251,5797.03,0
LinkedIn,384522,2809,4354,6496,1,40,0,0.0733,0.67,136.84,0
LinkedIn,1364779,823,5048,6443,1,240,0,0.1642,0.783,1656.29,0
LinkedIn,414242,790,5162,4055,1,202,0,0.0891,1.273,523.69,0
LinkedIn,286109,2214,7894,2995,1,218,0,0.0693,2.636,129.17,0
LinkedIn,293449,933,6052,1728,1,391,0,0.0432,3.502,314.19,0
LinkedIn,217002,2192,3553,5392,1,82,0,0.1592,0.659,98.95,0
LinkedIn,186187,2274,4773,2019,1,95,0,0.1027,2.364,81.84,0
LinkedIn,704787,463,6849,2011,1,64,1,0.0036,3.406,1518.94,1
LinkedIn,863517,1347,4971,1265,1,226,0,0.0545,3.93,640.59,0
LinkedIn,602958,329,1977,404,1,220,0,0.176,4.894,1827.15,0
LinkedIn,1455072,507,1231,4888,1,184,0,0.0554,0.252,2864.31,0
LinkedIn,536411,965,4918,3654,1,357,0,0.0692,1.346,555.29,0
LinkedIn,981582,889,7302,992,1,311,0,0.0972,7.361,1102.9,0
LinkedIn,878347,129,7458,123,1,396,0,0.1239,60.634,6756.52,0
LinkedIn,1287682,588,2493,4126,1,170,0,0.1442,0.604,2186.22,0
LinkedIn,838282,100,3000,3753,1,73,0,0.016,0.799,8299.82,0
LinkedIn,247644,90,469,810,1,50,0,0.14,0.579,2721.36,0
LinkedIn,661372,1398,7968,3798,1,349,0,0.1481,2.098,472.75,0
LinkedIn,156720,1604,780,499,1,70,0,0.1663,1.563,97.64,0
LinkedIn,1250296,2678,1333,205,1,76,0,0.068,6.502,466.7,0
LinkedIn,1215359,2157,1907,1402,1,387,0,0.1266,1.36,563.19,0
LinkedIn,1015230,827,6243,3987,0,173,0,0.1326,1.566,1226.12,1
LinkedIn,1220765,1600,5212,673,1,253,0,0.0513,7.744,762.5,0
LinkedIn,27110,818,3376,5820,1,367,0,0.1753,0.58,33.1,0
LinkedIn,1012936,1499,2471,2555,1,177,0,0.1708,0.967,675.29,0
LinkedIn,368528,337,958,3806,1,271,0,0.0482,0.252,1090.32,0
LinkedIn,1255524,2884,6245,5352,1,342,0,0.1725,1.167,435.19,0
LinkedIn,301627,2992,7905,559,1,170,0,0.1799,14.141,100.78,0
LinkedIn,287920,2677,6660,1690,1,185,0,0.0306,3.941,107.51,0
LinkedIn,1029364,1720,5535,3271,1,390,1,0.1703,1.692,598.12,0
LinkedIn,1046138,2377,178,3489,1,245,0,0.0817,0.051,439.92,0
LinkedIn,654202,490,6297,2640,1,336,0,0.0709,2.385,1332.39,0
LinkedIn,443750,1789,252,3066,1,77,0,0.1451,0.082,247.91,0
LinkedIn,534814,648,6094,5083,1,95,0,0.0218,1.199,824.06,0
LinkedIn,542637,196,7236,5478,1,173,0,0.1637,1.321,2754.5,0
LinkedIn,1397113,2885,1644,6983,1,84,0,0.0527,0.235,484.1,0
LinkedIn,351093,149,4397,775,0,259,0,0.1104,5.674,2340.62,1
LinkedIn,623916,2652,7783,2427,1,29,0,0.1334,3.207,235.17,0
LinkedIn,571649,2069,5570,5430,1,230,1,0.07,1.026,276.16,0
LinkedIn,874355,1458,3879,319,1,145,0,0.0325,12.16,599.28,0
LinkedIn,1238613,931,1003,4420,1,64,0,0.1599,0.227,1328.98,0
LinkedIn,695154,801,2990,2918,0,319,0,0.0605,1.025,866.78,1
LinkedIn,67942,2942,2152,2750,1,154,0,0.0253,0.783,23.09,0
LinkedIn,1239075,1156,7215,1520,1,163,0,0.0634,4.747,1070.94,0
LinkedIn,1473099,652,6917,3366,1,264,0,0.047,2.055,2255.89,0
LinkedIn,1120057,2129,3230,4434,1,104,0,0.1215,0.728,525.85,0
LinkedIn,1032047,1808,3786,2670,1,125,0,0.0533,1.418,570.51,0
LinkedIn,251966,1510,6934,5694,0,72,0,0.1047,1.218,166.75,1
LinkedIn,1176335,1841,5384,6594,1,108,0,0.0464,0.816,638.62,0
LinkedIn,383596,2335,6469,2077,1,368,0,0.1376,3.115,164.21,0
LinkedIn,141025,2927,4470,6503,1,294,0,0.1243,0.687,48.16,0
LinkedIn,1091056,2123,2454,585,1,86,0,0.0348,4.195,513.68,0
LinkedIn,1209337,2794,4176,3272,1,92,0,0.0933,1.276,432.68,0
LinkedIn,1479836,2691,2885,1840,1,307,0,0.126,1.568,549.72,0
LinkedIn,335021,2837,3487,2528,1,137,0,0.0548,1.379,118.05,0
LinkedIn,474353,797,184,1491,1,185,0,0.1092,0.123,594.43,0
LinkedIn,896844,1778,7771,3280,1,126,0,0.1754,2.369,504.13,0
LinkedIn,1126168,1491,5900,5231,1,338,0,0.0174,1.128,754.8,0
LinkedIn,814483,2619,53,427,1,370,0,0.1088,0.124,310.87,0
LinkedIn,617242,1170,4048,1260,1,281,0,0.1203,3.213,527.11,0
LinkedIn,94947,2881,5120,2809,1,26,0,0.0791,1.823,32.94,0
LinkedIn,348870,681,1829,6190,1,107,0,0.1561,0.295,511.54,0
LinkedIn,19765,230,6237,5754,1,310,0,0.1597,1.084,85.56,0
LinkedIn,46590,2945,7766,4364,1,67,0,0.0942,1.78,15.81,0
LinkedIn,1042302,1600,3897,6899,1,196,0,0.098,0.565,651.03,0
LinkedIn,8928,131,3265,2763,0,219,1,0.0971,1.182,67.64,1
LinkedIn,1068120,2964,3879,6442,1,185,0,0.0589,0.602,360.24,0
LinkedIn,1329693,1482,4325,5681,1,91,0,0.1473,0.761,896.62,0
LinkedIn,947136,291,4634,2581,1,50,0,0.0401,1.795,3243.62,0
LinkedIn,1292506,1716,6071,4497,1,347,0,0.1074,1.35,752.77,0
LinkedIn,517003,1190,821,3173,1,50,0,0.1751,0.259,434.09,0
LinkedIn,1086626,1774,4181,5944,1,227,0,0.1188,0.703,612.18,0
LinkedIn,903994,2078,3279,6668,1,102,0,0.0342,0.492,434.82,0
LinkedIn,1150072,2818,5117,6252,1,69,0,0.0679,0.818,407.97,0
LinkedIn,667954,2393,5461,2780,1,398,1,0.0405,1.964,279.01,0
LinkedIn,1252465,169,1577,4428,1,29,0,0.129,0.356,7367.44,0
LinkedIn,911619,1022,139,5037,1,277,0,0.0035,0.028,891.12,1
LinkedIn,17489,1113,7164,4317,1,279,0,0.1373,1.659,15.7,0
LinkedIn,1222435,325,7495,1347,1,129,0,0.0687,5.564,3749.8,0
LinkedIn,1104949,2527,6624,6867,0,172,0,0.1306,0.965,437.08,1
LinkedIn,823325,1907,5293,209,1,148,0,0.1105,25.325,431.51,0
LinkedIn,12314,2002,5785,6998,1,102,0,0.0618,0.827,6.15,0
LinkedIn,436815,1965,4558,1470,1,270,0,0.1007,3.101,222.18,0
LinkedIn,539153,354,7076,5866,1,366,0,0.106,1.206,1518.74,0
LinkedIn,840624,2206,7319,4885,1,186,0,0.1455,1.498,380.89,0
LinkedIn,350040,90,7113,3301,1,103,0,0.0058,2.155,3846.59,1
LinkedIn,436628,2970,1434,2586,1,22,0,0.1073,0.555,146.96,0
LinkedIn,1410228,1076,1641,4939,0,317,0,0.1495,0.332,1309.4,1
LinkedIn,1286848,2275,1806,5529,1,300,0,0.0503,0.327,565.4,0
LinkedIn,1235168,2379,2463,5107,1,268,0,0.099,0.482,518.98,0
LinkedIn,901600,2224,5237,3506,1,96,0,0.0812,1.494,405.21,0
LinkedIn,1246007,216,5958,2049,1,152,0,0.0862,2.908,5741.97,0
LinkedIn,35832,440,4132,4392,1,345,0,0.1543,0.941,81.25,0
LinkedIn,8527,2749,3623,5270,1,285,0,0.0804,0.687,3.1,0
LinkedIn,166955,192,4029,4252,1,141,0,0.0879,0.948,865.05,0
LinkedIn,885564,349,6479,2475,1,326,0,0.1463,2.618,2530.18,0
LinkedIn,761877,1497,2745,6971,1,227,0,0.0898,0.394,508.6,0
LinkedIn,1160301,1338,2686,4773,1,274,0,0.1141,0.563,866.54,0
LinkedIn,406178,68,6769,6313,1,189,0,0.0329,1.072,5886.64,0
LinkedIn,482220,2039,1484,5377,1,329,0,0.0912,0.276,236.38,0
LinkedIn,261627,226,1427,1901,1,268,0,0.0648,0.751,1152.54,0
LinkedIn,80757,2818,7094,2454,1,375,0,0.1753,2.891,28.65,0
LinkedIn,105810,1604,7234,580,1,242,0,0.1113,12.472,65.93,0
LinkedIn,1082769,2734,7490,2026,1,253,0,0.1471,3.697,395.89,0
LinkedIn,853554,1030,1635,1792,1,206,0,0.1212,0.912,827.89,0
LinkedIn,837701,928,2668,2176,1,41,0,0.066,1.226,901.72,0
LinkedIn,707552,2395,2590,3512,1,324,0,0.009,0.737,295.31,1
LinkedIn,1009064,2037,5998,6029,1,229,0,0.0546,0.995,495.12,0
LinkedIn,36348,792,5898,1616,1,21,1,0.1661,3.65,45.84,0
LinkedIn,1350263,2877,1186,4314,1,56,0,0.1589,0.275,469.17,0
LinkedIn,1219646,1476,7067,1401,1,116,0,0.1131,5.044,825.76,0
LinkedIn,831672,582,941,254,1,374,0,0.1216,3.705,1426.54,0
LinkedIn,1022976,1587,4670,1936,1,387,0,0.1379,2.412,644.19,0
LinkedIn,660215,235,213,4644,0,61,0,0.0208,0.046,2797.52,1
LinkedIn,1384477,2427,4482,5156,1,137,0,0.1474,0.869,570.21,0
LinkedIn,186357,810,3087,4327,1,321,0,0.1337,0.713,229.79,0
LinkedIn,1059846,2370,1431,1487,1,159,0,0.1371,0.962,447.0,0
LinkedIn,75587,1568,1414,980,1,108,0,0.074,1.443,48.18,0
LinkedIn,1342961,2336,7353,6490,1,288,0,0.0368,1.133,574.65,0
LinkedIn,480470,1340,1197,1922,1,269,0,0.059,0.623,358.29,0
LinkedIn,840120,2636,5715,3257,1,268,0,0.0315,1.755,318.59,0
LinkedIn,1414070,2706,5614,5282,1,258,0,0.0725,1.063,522.38,0
LinkedIn,732625,2416,1639,5750,1,34,0,0.1562,0.285,303.11,0
LinkedIn,217922,1744,751,6055,1,172,0,0.0655,0.124,124.88,0
LinkedIn,595969,183,6964,5330,1,42,0,0.075,1.307,3238.96,0
LinkedIn,272986,1236,2992,6716,1,105,0,0.1485,0.446,220.68,0
LinkedIn,946777,2511,6885,1157,1,265,0,0.1404,5.951,376.9,0
LinkedIn,100616,1536,1658,4276,1,369,0,0.0064,0.388,65.46,1
LinkedIn,899484,2445,7182,3364,1,270,0,0.1623,2.135,367.74,0
LinkedIn,1372236,2528,4860,254,1,181,0,0.023,19.134,542.6,0
LinkedIn,993117,1846,4392,533,1,303,1,0.0558,8.24,537.69,0
LinkedIn,835516,1673,6368,363,1,89,0,0.1044,17.543,499.11,0
LinkedIn,110323,2596,4312,1004,1,318,0,0.1156,4.295,42.48,0
LinkedIn,1409968,2740,4622,695,1,394,0,0.0169,6.65,514.4,0
LinkedIn,744014,2063,3579,6091,1,60,0,0.0598,0.588,360.47,0
LinkedIn,1221328,2966,460,4508,1,92,0,0.0723,0.102,411.64,0
LinkedIn,185454,1983,3209,3876,1,132,1,0.1576,0.828,93.47,0
LinkedIn,691830,2296,6947,4987,1,223,0,0.0807,1.393,301.19,0
LinkedIn,1338512,1048,5002,4953,1,261,0,0.1184,1.01,1275.99,0
LinkedIn,1231345,2966,6215,3471,1,280,0,0.1272,1.791,415.01,0
LinkedIn,436488,211,884,5074,1,322,0,0.1028,0.174,2058.91,0
LinkedIn,289957,1367,3488,291,1,111,0,0.0848,11.986,211.96,0
LinkedIn,28053,169,544,5313,0,243,0,0.0926,0.102,165.02,1
LinkedIn,960821,1986,459,4289,1,330,0,0.0762,0.107,483.55,0
LinkedIn,764731,1533,2626,1212,1,75,0,0.1018,2.167,498.52,0
LinkedIn,887661,1204,1606,3608,1,232,0,0.0709,0.445,736.65,0
LinkedIn,1400075,1850,1566,6024,1,362,0,0.0085,0.26,756.39,1
LinkedIn,972207,491,3223,4573,1,312,0,0.0181,0.705,1976.03,0
LinkedIn,996360,2416,7304,2469,1,108,0,0.1037,2.958,412.23,0
LinkedIn,1315269,1089,5980,1140,1,380,0,0.1406,5.246,1206.67,0
LinkedIn,358234,743,4922,255,1,337,0,0.1326,19.302,481.5,0
LinkedIn,1062860,2156,369,1333,1,23,0,0.1283,0.277,492.75,0
LinkedIn,1264892,892,6570,6563,1,220,0,0.1424,1.001,1416.45,0
LinkedIn,145539,2768,4677,3378,1,179,0,0.0993,1.385,52.56,0
LinkedIn,1280657,668,448,5309,1,382,0,0.0433,0.084,1914.29,0
LinkedIn,1385259,1262,3491,4663,1,46,1,0.0918,0.749,1096.8,0
LinkedIn,421522,2216,5117,5601,0,389,0,0.1173,0.914,190.13,1
LinkedIn,794263,672,7082,3916,1,371,0,0.057,1.808,1180.18,0
LinkedIn,164607,1345,4393,4771,1,92,0,0.024,0.921,122.29,0
LinkedIn,1252784,1839,4389,1399,1,281,0,0.1754,3.137,680.86,0
LinkedIn,61074,922,5633,1828,0,70,0,0.0909,3.082,66.17,1
LinkedIn,320669,2559,1084,5631,1,216,0,0.0713,0.193,125.26,0
LinkedIn,710776,2789,23,2038,1,31,0,0.0897,0.011,254.76,0
LinkedIn,20912,2878,6869,5532,1,339,0,0.0977,1.242,7.26,0
LinkedIn,611997,1848,7702,776,1,167,0,0.0279,9.925,330.99,0
LinkedIn,1105654,897,6306,2270,1,382,0,0.1248,2.778,1231.24,0
LinkedIn,1067220,2279,5687,6192,1,137,0,0.1008,0.918,468.08,0
LinkedIn,186365,60,2980,2325,1,163,0,0.0972,1.282,3055.16,0
LinkedIn,1003740,89,1035,3789,0,215,0,0.053,0.273,11152.67,1
